month,obs,residual,coef_of_beta,coef_of_beta^2,residual_tvalue,coef_tvalue,coef2_tvalue,residual_pvalue,coef_pvalue,coef2_pvalue,Rsquared,adj_Rsquared
2019-37,10.0,0.09645079179241425,-0.1521707518306749,0.07328506172554489,0.4988971520479105,-0.45168876516350853,0.5022474324437876,0.6331453269501632,0.6651558748551099,0.6309042074004703,0.26586571189589936,0.05611305815187051
2019-38,10.0,-0.1429574213893047,0.24405732939374555,-0.10916277937052664,-1.2637247953513568,1.2380566868845784,-1.2785491423175896,0.246785235141958,0.2556042908683964,0.24181162445640975,0.3044430238383895,0.10571245922078643
2019-39,10.0,0.08903471366346649,-0.19740851044937324,0.07408282843800401,0.5164529107919306,-0.6571130759398798,0.5693586957877942,0.6214480517453558,0.5321108910546424,0.586909634380946,0.5114376329916823,0.37184838527502007
2019-40,10.0,-0.10744390015280902,0.18001029162046409,-0.08167572474142235,-1.7430552718672012,1.6758286243665141,-1.755575173715608,0.12485138486122677,0.13767801149586328,0.12259159043708613,0.5537199980800838,0.4262114261029648
2019-41,10.0,0.07017235006053146,-0.10805412330041764,0.05930503160779127,0.3972496523761614,-0.3510279705938474,0.4448218234501527,0.703017532323382,0.7358948377858574,0.6698773845377689,0.5364162925671192,0.40396380472915316
2019-42,10.0,0.13422077408861402,-0.24638715493028412,0.09918370906831037,0.9435655645702098,-0.9939700099779245,0.9238250380816466,0.3768100894399672,0.3533465076478665,0.3863148115691427,0.43371836423672727,0.27192361116150643
2019-43,10.0,-0.067021015240318,0.12391254509816535,-0.05101091071235332,-0.2771339184635614,0.29403351250683635,-0.27947231798633426,0.7896827359276704,0.7772596620653256,0.7879597411091346,0.0376220180516007,-0.23734311964794208
2019-44,10.0,-0.08475707283796088,0.16718802483407363,-0.08617937286712571,-0.6699157808016238,0.7583196336387189,-0.90249463298502,0.5243872295377412,0.4730130835969427,0.39678536087572724,0.7353878151239788,0.6597843337308298
2019-45,10.0,0.08001952854854587,-0.1273149513553687,0.04927037093256446,0.48338757406299343,-0.4413486241039569,0.39435047253974004,0.6435738510539342,0.6722715811813544,0.7050607154072785,0.23652198993680396,0.01838541563303353
2019-46,10.0,-0.4022171366291467,0.6642877610844384,-0.29668673336727136,-1.6834743803833374,1.5955303409664228,-1.645284886031152,0.1361587521734427,0.15462394545996772,0.1439078328213411,0.40983605615389296,0.2412177864835766
2019-47,10.0,0.2654025609832116,-0.48101609727048766,0.2230726970240052,0.9513452521886694,-0.9894538229984536,1.0594403357896487,0.37311317640364083,0.3554017997310664,0.3245812429838068,0.43871303501994663,0.2783453307399313
2019-48,10.0,-0.15016857688961036,0.24107116665295325,-0.09724610883609307,-0.9528663957584775,0.8778111447261608,-0.8175648635023909,0.37239355322388185,0.4091619570331051,0.4405417644956525,0.363361434974809,0.1814647021104686
2019-49,10.0,-0.22884303017767776,0.4173683240206364,-0.17313266698521115,-1.3574169035941122,1.4206854195421954,-1.3606662796116984,0.21678458709225618,0.19838386775817912,0.2158039903191972,0.4255859444208968,0.2614676428268673
2019-50,10.0,0.06909667409546671,-0.12689774991910596,0.06764653144012772,0.32143814371732404,-0.33876385318692476,0.4169489080289177,0.7572634629408936,0.744722433683013,0.6892049362085007,0.4471198019345364,0.28915403105868953
2019-51,10.0,0.21809750365480962,-0.3386630441946978,0.147550365402949,4.225014002364178,-3.7648540120893927,3.78716988391272,0.003912217048143621,0.007030086728198193,0.006828066393080697,0.6775941095781276,0.585478140886164
2019-52,10.0,-0.08876907992524036,0.12156983711940461,-0.0378111281837592,-0.33223996399231176,0.2611072086323707,-0.18750239870667382,0.7494351895452485,0.8015251237077416,0.8565859397396954,0.4137790168137985,0.24628730733202653
2019-53,10.0,-0.019375349192200547,0.0635995439900548,-0.02959486580208233,-0.142451259782851,0.2683327196394216,-0.28829039337329326,0.8907370856149049,0.796178934140189,0.7814738718820904,0.058764629294506876,-0.21015976233563416
2020-01,10.0,0.2610762556671923,-0.41192930892112456,0.17574371034524913,2.2683909043198662,-2.053884841486373,2.023146595792593,0.0576140311885976,0.079075665007007,0.08274529564168691,0.41713345935482293,0.25060016202762947
2020-02,10.0,-0.23272575979152177,0.4297164352837231,-0.18529707989536232,-1.4362615977106383,1.5218572962345038,-1.5151467786583364,0.19407302478928734,0.17185665842134296,0.17351092842466417,0.2511075864042456,0.037138325376887105
2020-03,10.0,0.09698014924414344,-0.16489389378651112,0.06594470939224185,0.534824829805048,-0.5218385534654848,0.48184317513904273,0.6093314142791015,0.617882807294355,0.6446170775995197,0.1950238971422712,-0.03496927510279435
2020-04,10.0,-0.14359008175398158,0.24849473849320525,-0.13322181405713562,-0.45445446199109746,0.45132147758820734,-0.5586480817735325,0.6632588381784292,0.6654080017491,0.5938135108241166,0.6034747808009531,0.4901818610297968
2020-06,10.0,-0.3148875144799932,0.5673440051718237,-0.2837094412512978,-0.8427241725762017,0.8713233556013771,-1.0060066200977973,0.4272353925369826,0.4124613471854367,0.34791371391033116,0.7114122082323027,0.628958553441532
2020-07,10.0,0.3892385731870528,-0.7387269283637332,0.3591164434924991,1.9921098452816832,-2.169622694182843,2.4351725578974897,0.08662136061392665,0.06665415425818089,0.04507708976692852,0.9078442915303097,0.8815140891103981
2020-08,10.0,-0.3876017872090113,0.7637704461380694,-0.31825129117726325,-1.4768431776531443,1.6699917831930984,-1.6066298229161065,0.18323467284971995,0.13884856393193748,0.15217082221000597,0.4740375556811338,0.3237625715900292
2020-09,10.0,-0.9243682988383162,1.5404346894388976,-0.6734345365491574,-3.9614569701799844,3.788402064855937,-3.823863005684227,0.005451502137930961,0.006817097213759398,0.006509489147965436,0.69061855894975,0.6022238615068214
2020-10,10.0,0.3573316947530456,-0.5363927924654583,0.25717654960499714,0.7738309633028955,-0.6665924220851409,0.7379092748985888,0.4643580183255478,0.5263853735074295,0.4845664687999346,0.4207475671261497,0.25524687201933527
2020-11,10.0,-0.11458183679812683,0.08918846273281844,-0.03029345308735093,-0.3466566193535004,0.15484431691508385,-0.12143099055104033,0.739036475708329,0.8813142517128179,0.9067619957286641,0.12793385524310275,-0.12122790040172515
2020-12,10.0,-0.07990131799620848,0.10191092796627621,-0.05552695372271932,-0.5204368665398851,0.38092347799947607,-0.47919800147886205,0.6188096542232913,0.7145571645213381,0.6464058616131845,0.5598379588967279,0.43407737572436444
2020-13,10.0,0.29592373548682,-0.4711535639228882,0.18259166051409986,2.245860424445384,-2.0519572898146587,1.8360349317542717,0.05956071234767011,0.07930096546797141,0.10897681875941391,0.8675911560357551,0.8297600577602565
2020-14,10.0,0.6046893768711085,-1.0333177008257834,0.43065259637169484,2.452233350703768,-2.4047293230274556,2.3139478408075975,0.0439630551218096,0.047137509590952587,0.053872572377622295,0.6501307376889849,0.5501680913144091
2020-15,10.0,-0.29108150477139094,0.5536688262546008,-0.24416740955723462,-2.0150176156675954,2.199465641540746,-2.2394891939238115,0.0837436189534742,0.06378130414209299,0.060123176395560037,0.47657587508024457,0.3270261251031715
2020-16,10.0,-0.4455414367851133,0.7897200853266678,-0.34201502164427955,-1.9749347474075896,2.0088185416324422,-2.008662033039743,0.08884266985808052,0.08451291931134011,0.08453243195747169,0.36572241305911324,0.18450024536171694
2020-17,10.0,-0.1382779333970315,0.24130858511063602,-0.1092534058406346,-0.4427251210120246,0.4433604333210537,-0.463461122596611,0.671322224288253,0.6708842721741591,0.6570994143443017,0.07534189044275608,-0.18884614085931362
2020-18,10.0,0.33039117133483975,-0.5664448913865214,0.23728985220397614,2.2035741432576956,-2.1680024720340114,2.0968889912893665,0.06339567550352349,0.0668137965862092,0.07421131202979943,0.5655866404775785,0.44146853775688655
2020-19,10.0,-0.09432798421096872,0.16060154883575684,-0.05274056309996683,-0.6139675019477817,0.5998704022316929,-0.4548274131883445,0.5586537735298984,0.5674951509116637,0.6630032269895024,0.7335244741149929,0.6573886095764194
2020-20,10.0,-0.3385218145505898,0.5757659886668802,-0.24751380308561244,-1.5645877058024824,1.5270812146781587,-1.515687664728817,0.1616576511856582,0.17057886693753957,0.17337705229771994,0.2578798426718195,0.04584551200662501
2020-21,10.0,-0.4499876059568654,0.7428404954229947,-0.3191729531983701,-1.8091518155200499,1.713850382723702,-1.700190487373385,0.11335552421107903,0.13027785849435777,0.13289209258203186,0.30577349466778636,0.1074230645728681
2020-22,10.0,-0.3975538439374763,0.7241307398599048,-0.309617139007448,-1.783711496859273,1.8644404352424626,-1.8405630008735872,0.11765478901791512,0.10452777033555766,0.10825553282573075,0.3605773019406163,0.17788510249507805
2020-23,10.0,0.1094597407231217,-0.13899012156584467,0.06164959541161297,0.4718148298171655,-0.3437985032057446,0.3520825027393791,0.6514119447848661,0.7410934675868055,0.735137765899915,0.025482793992269936,-0.2529506934385102
2020-24,10.0,-0.13478890536729465,0.22620223299943848,-0.0965500245724014,-0.4518743312935811,0.4351743487195897,-0.42885744508354834,0.6650285094628501,0.6765377918349955,0.6809157729547702,0.03083473656006397,-0.2460696244227749
2020-25,10.0,0.19552602318444634,-0.32299745225420673,0.1486453043566644,0.9890677383654185,-0.9376126115796337,0.9962531401215812,0.35557793282137357,0.37965758694973795,0.3523109766521247,0.3659055411669151,0.18473569578603366
2020-26,10.0,0.22784818966128667,-0.3940258813795061,0.1660089559151764,1.3326131089414692,-1.322470894296085,1.286432657884344,0.22439981122617075,0.22758050493113136,0.23920200162112829,0.2911004494243812,0.08855772068849
2020-27,10.0,0.06479145910826167,-0.08375400285142542,0.05811119874406445,0.18808926778279114,-0.13952585818706587,0.22351317589044917,0.8561430536342906,0.8929641889168529,0.8295190093263153,0.4776326309019697,0.3283848111596753
2020-28,10.0,-0.16552315059065714,0.42782084751825744,-0.18147726527019514,-1.4970683782529772,2.220484322833131,-2.174714042635858,0.17804020714619015,0.06183304638035373,0.06615498676320024,0.48986567705398754,0.3441130133551268
2020-29,10.0,-0.27949511194493554,0.4406503507736268,-0.19580567376776192,-0.8673121971501747,0.7846902055714668,-0.805051287227409,0.4145108855134284,0.4583633904743062,0.44726754573461536,0.12568117782150312,-0.12412419994378188
2020-30,10.0,-0.020141194912503546,0.00035843669140392387,0.01726642350822602,-0.05507122358408117,0.0005624123231459854,0.06255167192464704,0.9576205796006328,0.9995669521535829,0.9518721474545834,0.3394225955097516,0.1506861942268235
2020-31,10.0,-0.1609319472386791,0.38223825054715266,-0.17520469707534603,-0.5089761856654693,0.6937327796643034,-0.734172277323296,0.6264156833036166,0.5102076356560643,0.48670200071594305,0.22102023997495868,-0.001545405746481876
2020-32,10.0,0.06541307610065444,-0.11074748140542218,0.06288724203278864,0.1700882698053739,-0.16525192367191274,0.2166553308004124,0.869752173166481,0.8734168454814206,0.8346557625710578,0.25703456512262635,0.04475872658623381
2020-33,10.0,-0.3636738410208089,0.6551603523589258,-0.29269741692858936,-1.0997950988058434,1.1369731240878393,-1.1727775557359592,0.3077996410270699,0.2929679248688707,0.2792444459143921,0.2624853938875681,0.05176693499830176
2020-34,10.0,0.2360358610953113,-0.3875843273407943,0.1648318728558585,0.8068155958136795,-0.7602656622451984,0.7465081042257227,0.4463149490540187,0.471921286017402,0.47967630559384156,0.09544415932599837,-0.16300036658085926
2020-35,10.0,-0.14001216844189868,0.25339539554384793,-0.11819538585782469,-0.3819415291285685,0.396673048980611,-0.42719746135052555,0.7138352021413528,0.7034236818932453,0.6820684386919216,0.12618238262573245,-0.12347979376691542
2020-36,10.0,0.14074901117861321,-0.25593154179108885,0.10764290935382671,0.528788210611711,-0.5517763717482981,0.5358199488025204,0.613298473731218,0.5982668053682376,0.6086788013602302,0.06984582041875376,-0.19591251660445952
2020-37,10.0,-0.3787542467805002,0.6190239473848252,-0.2795402695329383,-1.7530723542147066,1.6441924700342114,-1.7142878586078851,0.12304019692455358,0.1441354733438901,0.1301949449205316,0.5089770484539293,0.3686847765836234
2020-38,10.0,-0.04525768907502098,0.07284600021862031,-0.014960064575465448,-0.25329460404404197,0.23396028893974735,-0.11093384640624941,0.8073185565340594,0.8217110184159303,0.9147825313854847,0.6617158310775395,0.5650632113854079
2020-39,10.0,-0.05769031494519594,0.06528215452199393,-0.04372638225633607,-0.329959546540367,0.21426692744358547,-0.33135869793986666,0.7510852514210857,0.8364468048583457,0.7500726888007916,0.6401210761211962,0.537298526441538
2020-40,10.0,-0.2501943881546437,0.4316363457038457,-0.1908898911086846,-1.3388096876041917,1.325446381040964,-1.3533846671365435,0.22247569259888247,0.22664330943077748,0.21800688825150094,0.2630909025367424,0.05254544611866874
2020-41,10.0,0.07931906494816449,-0.11394672954554008,0.05806899265171417,1.8075784011278921,-1.4901304753474207,1.7533187990610855,0.11361698313916649,0.1798068053184657,0.12299595460993466,0.9029926253091978,0.8752762325403971
2020-42,10.0,-0.004326386562138462,0.057992926686339624,-0.03721032400330131,-0.030302786535410537,0.23309617480837083,-0.3453168231528077,0.9766714527191588,0.822356034668213,0.7400004456980194,0.6206346876535973,0.512244598411768
2020-43,10.0,0.13156153205189014,-0.26749934418802435,0.11426596761191449,0.5449763869270637,-0.6358788194999643,0.6271374046922316,0.6026918603536996,0.545075792186343,0.5504685205366697,0.06265368274689131,-0.20515955075399694
2020-44,10.0,-0.18572909579026337,0.29573300401509295,-0.13327224026985035,-1.4481062984818576,1.3231929172053478,-1.376756818313666,0.19085138482110278,0.2273527776841882,0.211005618477755,0.3866580910291746,0.21141754560893866
2020-45,10.0,-0.08368398590206794,0.14956660726050564,-0.045836605678511,-0.36871386500338105,0.37816787075414154,-0.2675818183104904,0.7232399862710912,0.716512905333154,0.796733989058406,0.6141915842072608,0.5039606082664781
2020-46,10.0,-0.35257586487888914,0.5788349792823522,-0.23048374584308795,-1.4379472289057698,1.3547152222687753,-1.2454540566538483,0.1936115871061281,0.21760288535380878,0.2530355404258425,0.6404207718057693,0.5376838494645605
2020-47,10.0,-0.13099093036435883,0.2405838741658104,-0.09074398429167974,-0.5665234728721099,0.5970986246054184,-0.5199858979249598,0.588732729385341,0.5692431815552981,0.6191080095514969,0.4479444661019579,0.2902143135596601
2020-48,10.0,0.2714913945012547,-0.47647017282571424,0.2028877378483866,1.3096775945788721,-1.3190064615860213,1.2967646683779492,0.2316486211120051,0.22867596186855668,0.2358187164666632,0.23560799437124635,0.01721027847731671
2020-49,10.0,0.2135945768474174,-0.3384841201071166,0.1408736709687989,1.4432602242167216,-1.3124887643985694,1.2611922477395612,0.19216360962344273,0.23074931846255606,0.24764363507739234,0.36546714649489276,0.18417204549343347
2020-50,10.0,-0.05912383196345988,0.03766253203687697,-0.015735389156688373,-0.14857250767269792,0.05431105865784063,-0.05239024234693061,0.8860804357133005,0.9582048942224024,0.9596814866077648,0.0008817428528510307,-0.2845806163320488
2020-51,10.0,-0.32737524759301795,0.5929716404869554,-0.261424772449026,-1.3380076662755587,1.3907515728648603,-1.4156521090551135,0.222723914045165,0.20690923599185218,0.1997950933356639,0.26541823209776827,0.05553772698284487
2020-52,10.0,0.13771037849636553,-0.27320333364354304,0.12764075572341305,0.6011181402444508,-0.6843559241610893,0.7382093961774888,0.5667092906520148,0.5157607381797499,0.4843952328864456,0.3085797448079759,0.1110311004673975
2020-53,10.0,-0.2544597173660176,0.4584920366405515,-0.19884640478946192,-1.2279441308506713,1.269679883616929,-1.2713769989528116,0.25915175518880346,0.24477682514099333,0.24420703325068316,0.18767962274984684,-0.04441191360733976
