"MarkettypeID","TradingMonth","RiskPremium2","SMB2","HML2"
"P9710","2013-10","-0.022167","-0.006375","0.017527"
"P9709","2013-10","-0.022167","-0.007876","0.018183"
"P9712","2013-10","-0.019167","-0.004966","0.021530"
"P9713","2013-10","-0.019167","-0.003498","0.020918"
"P9714","2013-10","-0.022167","-0.007876","0.018183"
"P9715","2013-10","-0.022167","-0.006375","0.017527"
"P9705","2013-11","0.142833","0.109412","0.050376"
"P9706","2013-11","0.038833","0.043165","0.000518"
"P9707","2013-11","0.045833","-0.017728","-0.034179"
"P9710","2013-11","0.043833","0.050667","0.009444"
"P9709","2013-11","0.043833","0.053271","0.010266"
"P9712","2013-11","0.038833","0.043165","0.000518"
"P9713","2013-11","0.038833","0.040328","-0.000628"
"P9714","2013-11","0.043833","0.053271","0.010266"
"P9715","2013-11","0.043833","0.050667","0.009444"
"P9705","2013-12","-0.045167","-0.007438","0.011747"
"P9706","2013-12","-0.044167","0.004088","0.005197"
"P9707","2013-12","-0.015167","0.037419","0.024201"
"P9710","2013-12","-0.043167","0.005397","0.002343"
"P9709","2013-12","-0.044167","0.003868","0.001374"
"P9712","2013-12","-0.044167","0.004088","0.005197"
"P9713","2013-12","-0.043167","0.006042","0.006293"
"P9714","2013-12","-0.044167","0.003868","0.001374"
"P9715","2013-12","-0.043167","0.005397","0.002343"
"P9705","2014-01","0.132833","-0.011848","-0.034386"
"P9706","2014-01","-0.032167","0.059487","0.014587"
"P9707","2014-01","-0.010167","0.007574","-0.002689"
"P9710","2014-01","-0.023167","0.069293","0.021978"
"P9709","2014-01","-0.023167","0.070760","0.022397"
"P9712","2014-01","-0.032167","0.059487","0.014587"
"P9713","2014-01","-0.031167","0.058228","0.014127"
"P9714","2014-01","-0.023167","0.070760","0.022397"
"P9715","2014-01","-0.023167","0.069293","0.021978"
"P9705","2014-02","-0.012167","0.043383","-0.002881"
"P9706","2014-02","0.009833","0.040610","-0.000491"
"P9707","2014-02","-0.034167","0.037546","-0.018758"
"P9710","2014-02","0.007833","0.036612","-0.005348"
"P9709","2014-02","0.008833","0.036933","-0.003760"
"P9712","2014-02","0.009833","0.040610","-0.000491"
"P9713","2014-02","0.008833","0.039768","-0.002726"
"P9714","2014-02","0.008833","0.036933","-0.003760"
"P9715","2014-02","0.007833","0.036612","-0.005348"
"P9705","2014-03","-0.089167","-0.002021","0.046489"
"P9706","2014-03","-0.021167","-0.009045","0.006411"
"P9707","2014-03","-0.023167","-0.013719","-0.001034"
"P9710","2014-03","-0.025167","-0.013894","0.001732"
"P9709","2014-03","-0.025167","-0.013547","0.002616"
"P9712","2014-03","-0.021167","-0.009045","0.006411"
"P9713","2014-03","-0.021167","-0.009685","0.005111"
"P9714","2014-03","-0.025167","-0.013547","0.002616"
"P9715","2014-03","-0.025167","-0.013894","0.001732"
"P9705","2014-04","-0.026167","-0.005582","0.033196"
"P9706","2014-04","-0.008167","-0.012076","-0.000688"
"P9707","2014-04","0.005833","-0.019176","-0.026003"
"P9710","2014-04","-0.009167","-0.013362","-0.000311"
"P9709","2014-04","-0.009167","-0.013565","-0.000116"
"P9712","2014-04","-0.008167","-0.012076","-0.000688"
"P9713","2014-04","-0.008167","-0.011860","-0.000561"
"P9714","2014-04","-0.009167","-0.013565","-0.000116"
"P9715","2014-04","-0.009167","-0.013362","-0.000311"
"P9705","2014-05","0.051833","0.043930","-0.012763"
"P9706","2014-05","0.010833","0.012361","-0.001835"
"P9707","2014-05","-0.023167","0.007828","0.001754"
"P9710","2014-05","0.011833","0.016873","0.002989"
"P9709","2014-05","0.012833","0.017948","0.002696"
"P9712","2014-05","0.010833","0.012361","-0.001835"
"P9713","2014-05","0.009833","0.011285","-0.001681"
"P9714","2014-05","0.012833","0.017948","0.002696"
"P9715","2014-05","0.011833","0.016873","0.002989"
"P9705","2014-06","0.087833","0.035964","0.019610"
"P9706","2014-06","0.020833","0.027631","-0.007069"
"P9707","2014-06","0.015833","-0.005058","0.002750"
"P9710","2014-06","0.024833","0.033150","-0.000455"
"P9709","2014-06","0.024833","0.034561","-0.001104"
"P9712","2014-06","0.020833","0.027631","-0.007069"
"P9713","2014-06","0.020833","0.026298","-0.006276"
"P9714","2014-06","0.024833","0.034561","-0.001104"
"P9715","2014-06","0.024833","0.033150","-0.000455"
"P9705","2014-07","-0.018167","0.014318","0.034682"
"P9706","2014-07","0.086833","0.002331","0.011244"
"P9707","2014-07","0.096833","-0.040634","0.038589"
"P9710","2014-07","0.080833","-0.008403","0.017312"
"P9709","2014-07","0.080833","-0.006951","0.017835"
"P9712","2014-07","0.086833","0.002331","0.011244"
"P9713","2014-07","0.086833","0.000664","0.010131"
"P9714","2014-07","0.080833","-0.006951","0.017835"
"P9715","2014-07","0.080833","-0.008403","0.017312"
"P9705","2014-08","0.069833","0.027589","0.009568"
"P9706","2014-08","0.010833","0.065008","-0.027652"
"P9707","2014-08","0.043833","0.031950","-0.012533"
"P9710","2014-08","0.015833","0.063297","-0.027593"
"P9709","2014-08","0.014833","0.064028","-0.026665"
"P9712","2014-08","0.010833","0.065008","-0.027652"
"P9713","2014-08","0.011833","0.064139","-0.029068"
"P9714","2014-08","0.014833","0.064028","-0.026665"
"P9715","2014-08","0.015833","0.063297","-0.027593"
"P9705","2014-09","0.125833","0.065653","0.051851"
"P9706","2014-09","0.070833","0.095489","-0.027060"
"P9707","2014-09","0.065833","0.082986","-0.034695"
"P9710","2014-09","0.073833","0.098577","-0.026695"
"P9709","2014-09","0.073833","0.097595","-0.023480"
"P9712","2014-09","0.070833","0.095489","-0.027060"
"P9713","2014-09","0.069833","0.096717","-0.030505"
"P9714","2014-09","0.073833","0.097595","-0.023480"
"P9715","2014-09","0.073833","0.098577","-0.026695"
"P9705","2014-10","-0.000167","0.033074","-0.020243"
"P9706","2014-10","0.020833","0.001116","0.015792"
"P9707","2014-10","-0.011167","-0.003443","-0.002892"
"P9710","2014-10","0.017833","-0.001192","0.015319"
"P9709","2014-10","0.018833","-0.000487","0.015147"
"P9712","2014-10","0.020833","0.001116","0.015792"
"P9713","2014-10","0.019833","0.000276","0.016175"
"P9714","2014-10","0.018833","-0.000487","0.015147"
"P9715","2014-10","0.017833","-0.001192","0.015319"
"P9705","2014-11","0.069042","0.047253","0.032096"
"P9706","2014-11","0.096042","-0.044361","0.047705"
"P9707","2014-11","0.045042","-0.017186","0.018332"
"P9710","2014-11","0.093042","-0.037201","0.046810"
"P9709","2014-11","0.094042","-0.038479","0.047733"
"P9712","2014-11","0.096042","-0.044361","0.047705"
"P9713","2014-11","0.095042","-0.042841","0.046168"
"P9714","2014-11","0.094042","-0.038479","0.047733"
"P9715","2014-11","0.093042","-0.037201","0.046810"
"P9705","2014-12","-0.123958","-0.054709","-0.025959"
"P9706","2014-12","0.169042","-0.224218","0.158538"
"P9707","2014-12","0.052042","-0.078976","0.025750"
"P9710","2014-12","0.148042","-0.232061","0.156138"
"P9709","2014-12","0.151042","-0.235381","0.158715"
"P9712","2014-12","0.169042","-0.224218","0.158538"
"P9713","2014-12","0.165042","-0.221002","0.155265"
"P9714","2014-12","0.151042","-0.235381","0.158715"
"P9715","2014-12","0.148042","-0.232061","0.156138"
"P9705","2015-01","0.126042","-0.033320","-0.028213"
"P9706","2015-01","0.001042","0.051666","-0.076113"
"P9707","2015-01","0.001042","0.017839","-0.052602"
"P9710","2015-01","0.007042","0.054073","-0.083003"
"P9709","2015-01","0.007042","0.054909","-0.083591"
"P9712","2015-01","0.001042","0.051666","-0.076113"
"P9713","2015-01","0.001042","0.050844","-0.075845"
"P9714","2015-01","0.007042","0.054909","-0.083591"
"P9715","2015-01","0.007042","0.054073","-0.083003"
"P9705","2015-02","0.145042","-0.017959","-0.013083"
"P9706","2015-02","0.036042","0.037966","-0.039209"
"P9707","2015-02","0.032042","0.003906","-0.012351"
"P9710","2015-02","0.042042","0.041837","-0.047256"
"P9709","2015-02","0.042042","0.042669","-0.047668"
"P9712","2015-02","0.036042","0.037966","-0.039209"
"P9713","2015-02","0.036042","0.037150","-0.038515"
"P9714","2015-02","0.042042","0.042669","-0.047668"
"P9715","2015-02","0.042042","0.041837","-0.047256"
"P9705","2015-03","0.260250","0.006382","0.095996"
"P9706","2015-03","0.142250","0.100442","-0.049039"
"P9707","2015-03","0.055250","0.023758","0.005753"
"P9710","2015-03","0.147250","0.104508","-0.046814"
"P9709","2015-03","0.149250","0.108000","-0.046677"
"P9712","2015-03","0.142250","0.100442","-0.049039"
"P9713","2015-03","0.140250","0.096376","-0.048442"
"P9714","2015-03","0.149250","0.108000","-0.046677"
"P9715","2015-03","0.147250","0.104508","-0.046814"
"P9705","2015-04","0.216250","0.040277","-0.028284"
"P9706","2015-04","0.172250","0.027535","0.001430"
"P9707","2015-04","0.312250","0.059690","-0.034340"
"P9710","2015-04","0.178250","0.026934","-0.002482"
"P9709","2015-04","0.174250","0.024685","0.001174"
"P9712","2015-04","0.172250","0.027535","0.001430"
"P9713","2015-04","0.175250","0.030659","-0.002683"
"P9714","2015-04","0.174250","0.024685","0.001174"
"P9715","2015-04","0.178250","0.026934","-0.002482"
"P9705","2015-05","0.409458","0.053516","0.093232"
"P9706","2015-05","0.069458","0.215314","-0.147306"
"P9707","2015-05","0.147458","0.264658","0.078425"
"P9710","2015-05","0.093458","0.245627","-0.141866"
"P9709","2015-05","0.092458","0.241697","-0.144775"
"P9712","2015-05","0.069458","0.215314","-0.147306"
"P9713","2015-05","0.072458","0.221147","-0.143961"
"P9714","2015-05","0.092458","0.241697","-0.144775"
"P9715","2015-05","0.093458","0.245627","-0.141866"
"P9705","2015-06","-0.222333","0.005231","-0.033621"
"P9706","2015-06","-0.079333","-0.047916","0.086770"
"P9707","2015-06","-0.111333","-0.017117","0.058578"
"P9710","2015-06","-0.092333","-0.057610","0.092241"
"P9709","2015-06","-0.091333","-0.056829","0.089433"
"P9712","2015-06","-0.079333","-0.047916","0.086770"
"P9713","2015-06","-0.080333","-0.049043","0.088751"
"P9714","2015-06","-0.091333","-0.056829","0.089433"
"P9715","2015-06","-0.092333","-0.057610","0.092241"
"P9705","2015-07","-0.153333","-0.031839","-0.027709"
"P9706","2015-07","-0.147333","-0.043383","0.039628"
"P9707","2015-07","-0.185333","0.002655","0.003192"
"P9710","2015-07","-0.149333","-0.045559","0.032171"
"P9709","2015-07","-0.148333","-0.046217","0.032251"
"P9712","2015-07","-0.147333","-0.043383","0.039628"
"P9713","2015-07","-0.148333","-0.042581","0.039323"
"P9714","2015-07","-0.148333","-0.046217","0.032251"
"P9715","2015-07","-0.149333","-0.045559","0.032171"
"P9705","2015-08","-0.247125","0.045385","-0.012436"
"P9706","2015-08","-0.147125","0.013196","-0.003976"
"P9707","2015-08","-0.172125","0.000786","-0.024749"
"P9710","2015-08","-0.155125","0.004099","0.005060"
"P9709","2015-08","-0.154125","0.003984","0.003916"
"P9712","2015-08","-0.147125","0.013196","-0.003976"
"P9713","2015-08","-0.148125","0.012616","-0.002123"
"P9714","2015-08","-0.154125","0.003984","0.003916"
"P9715","2015-08","-0.155125","0.004099","0.005060"
"P9705","2015-09","0.043875","-0.013937","-0.030310"
"P9706","2015-09","-0.055125","0.001105","-0.006950"
"P9707","2015-09","-0.004125","-0.008040","-0.043683"
"P9710","2015-09","-0.048125","0.014387","-0.017828"
"P9709","2015-09","-0.049125","0.015352","-0.017848"
"P9712","2015-09","-0.055125","0.001105","-0.006950"
"P9713","2015-09","-0.054125","0.000676","-0.007425"
"P9714","2015-09","-0.049125","0.015352","-0.017848"
"P9715","2015-09","-0.048125","0.014387","-0.017828"
"P9705","2015-10","0.236083","0.070585","-0.071283"
"P9706","2015-10","0.133083","0.102706","-0.081349"
"P9707","2015-10","0.137083","0.070222","-0.044211"
"P9710","2015-10","0.140083","0.104952","-0.083334"
"P9709","2015-10","0.140083","0.105729","-0.082476"
"P9712","2015-10","0.133083","0.102706","-0.081349"
"P9713","2015-10","0.133083","0.102260","-0.084262"
"P9714","2015-10","0.140083","0.105729","-0.082476"
"P9715","2015-10","0.140083","0.104952","-0.083334"
"P9705","2015-11","0.140083","0.046753","0.014225"
"P9706","2015-11","0.034083","0.109446","-0.028464"
"P9707","2015-11","0.062083","0.049744","-0.037825"
"P9710","2015-11","0.044083","0.110359","-0.030003"
"P9709","2015-11","0.043083","0.112478","-0.030254"
"P9712","2015-11","0.034083","0.109446","-0.028464"
"P9713","2015-11","0.035083","0.108019","-0.029279"
"P9714","2015-11","0.043083","0.112478","-0.030254"
"P9715","2015-11","0.044083","0.110359","-0.030003"
"P9705","2015-12","0.016083","0.070167","-0.009152"
"P9706","2015-12","0.033083","0.061219","-0.034689"
"P9707","2015-12","0.092083","0.049772","-0.051121"
"P9710","2015-12","0.033083","0.060350","-0.029922"
"P9709","2015-12","0.032083","0.060879","-0.030325"
"P9712","2015-12","0.033083","0.061219","-0.034689"
"P9713","2015-12","0.035083","0.060666","-0.034274"
"P9714","2015-12","0.032083","0.060879","-0.030325"
"P9715","2015-12","0.033083","0.060350","-0.029922"
"P9705","2016-01","-0.306917","-0.012112","0.002374"
"P9706","2016-01","-0.244917","-0.057098","0.046548"
"P9707","2016-01","-0.159917","-0.005983","0.014970"
"P9710","2016-01","-0.248917","-0.057778","0.048934"
"P9709","2016-01","-0.250917","-0.060063","0.048621"
"P9712","2016-01","-0.244917","-0.057098","0.046548"
"P9713","2016-01","-0.242917","-0.054274","0.046831"
"P9714","2016-01","-0.250917","-0.060063","0.048621"
"P9715","2016-01","-0.248917","-0.057778","0.048934"
"P9705","2016-02","-0.065917","-0.007396","0.030319"
"P9706","2016-02","-0.024917","0.002829","0.007223"
"P9707","2016-02","-0.038917","-0.012969","0.001579"
"P9710","2016-02","-0.028917","-0.003546","0.012809"
"P9709","2016-02","-0.028917","-0.003297","0.012720"
"P9712","2016-02","-0.024917","0.002829","0.007223"
"P9713","2016-02","-0.024917","0.002078","0.007522"
"P9715","2016-02","-0.028917","-0.003546","0.012809"
"P9714","2016-02","-0.028917","-0.003297","0.012720"
"P9705","2016-03","0.217083","-0.007749","0.028349"
"P9706","2016-03","0.133083","0.063649","-0.052632"
"P9707","2016-03","0.094083","0.006676","-0.074204"
"P9710","2016-03","0.139083","0.063272","-0.053385"
"P9709","2016-03","0.140083","0.065115","-0.053407"
"P9712","2016-03","0.133083","0.063649","-0.052632"
"P9713","2016-03","0.132083","0.061610","-0.053209"
"P9715","2016-03","0.139083","0.063272","-0.053385"
"P9714","2016-03","0.140083","0.065115","-0.053407"
"P9705","2016-04","-0.028917","0.031294","-0.028979"
"P9706","2016-04","-0.022917","0.030072","-0.001211"
"P9707","2016-04","-0.024917","-0.004231","-0.015997"
"P9710","2016-04","-0.022917","0.025809","-0.001130"
"P9709","2016-04","-0.022917","0.026494","-0.000936"
"P9712","2016-04","-0.022917","0.030072","-0.001211"
"P9713","2016-04","-0.022917","0.028767","-0.000742"
"P9715","2016-04","-0.022917","0.025809","-0.001130"
"P9714","2016-04","-0.022917","0.026494","-0.000936"
"P9705","2016-05","0.026083","-0.001397","0.036293"
"P9706","2016-05","-0.004917","-0.033055","0.003400"
"P9707","2016-05","-0.058917","-0.005602","0.015183"
"P9710","2016-05","-0.003917","-0.023509","0.006065"
"P9709","2016-05","-0.002917","-0.023787","0.005354"
"P9712","2016-05","-0.004917","-0.033055","0.003400"
"P9713","2016-05","-0.006917","-0.032294","0.003840"
"P9715","2016-05","-0.003917","-0.023509","0.006065"
"P9714","2016-05","-0.002917","-0.023787","0.005354"
"P9710","2016-06","0.027083","0.048096","-0.007787"
"P9706","2016-06","0.022083","0.036993","-0.007213"
"P9707","2016-06","0.010083","0.027110","0.004815"
"P9705","2016-06","0.077083","0.017409","0.061203"
"P9709","2016-06","0.027083","0.049007","-0.008127"
"P9712","2016-06","0.022083","0.036993","-0.007213"
"P9713","2016-06","0.022083","0.036652","-0.007690"
"P9715","2016-06","0.027083","0.048096","-0.007787"
"P9714","2016-06","0.027083","0.049007","-0.008127"
"P9707","2016-07","0.021083","-0.015327","0.078179"
"P9710","2016-07","0.009083","-0.029533","0.038874"
"P9706","2016-07","0.016083","-0.021123","0.030838"
"P9705","2016-07","-0.060917","-0.003877","0.010114"
"P9709","2016-07","0.009083","-0.030050","0.038111"
"P9712","2016-07","0.016083","-0.021123","0.030838"
"P9713","2016-07","0.017083","-0.020700","0.031807"
"P9715","2016-07","0.009083","-0.029533","0.038874"
"P9714","2016-07","0.009083","-0.030050","0.038111"
"P9706","2016-08","0.039083","0.021549","0.002371"
"P9705","2016-08","0.050083","0.019366","0.031901"
"P9710","2016-08","0.040083","0.021504","0.009114"
"P9707","2016-08","0.025083","0.006213","-0.001792"
"P9709","2016-08","0.040083","0.021860","0.009392"
"P9712","2016-08","0.039083","0.021549","0.002371"
"P9713","2016-08","0.039083","0.020918","0.002539"
"P9715","2016-08","0.040083","0.021504","0.009114"
"P9714","2016-08","0.040083","0.021860","0.009392"
"P9705","2016-09","-0.030917","0.028255","-0.010512"
"P9706","2016-09","-0.022917","0.030232","-0.007170"
"P9707","2016-09","0.002083","0.008598","0.028693"
"P9710","2016-09","-0.022917","0.022497","-0.005262"
"P9709","2016-09","-0.023917","0.023565","-0.004132"
"P9712","2016-09","-0.022917","0.030232","-0.007170"
"P9713","2016-09","-0.022917","0.029078","-0.007479"
"P9715","2016-09","-0.022917","0.022497","-0.005262"
"P9714","2016-09","-0.023917","0.023565","-0.004132"
"P9705","2016-10","0.030083","0.031960","0.001816"
"P9706","2016-10","0.029083","0.018767","0.007700"
"P9707","2016-10","-0.029917","0.014517","0.042306"
"P9710","2016-10","0.028083","0.019257","0.009899"
"P9709","2016-10","0.029083","0.019840","0.010342"
"P9712","2016-10","0.029083","0.018767","0.007700"
"P9713","2016-10","0.027083","0.017949","0.007517"
"P9715","2016-10","0.028083","0.019257","0.009899"
"P9714","2016-10","0.029083","0.019840","0.010342"
"P9705","2016-11","0.026083","0.018946","0.010255"
"P9706","2016-11","0.041083","-0.006594","0.021564"
"P9707","2016-11","0.014083","-0.013905","0.002231"
"P9710","2016-11","0.039083","-0.003310","0.020589"
"P9709","2016-11","0.040083","-0.002905","0.021236"
"P9712","2016-11","0.041083","-0.006594","0.021564"
"P9713","2016-11","0.040083","-0.006957","0.020753"
"P9715","2016-11","0.039083","-0.003310","0.020589"
"P9714","2016-11","0.040083","-0.002905","0.021236"
"P9709","2016-12","-0.054917","0.009008","0.015622"
"P9705","2016-12","-0.097917","0.021649","0.018381"
"P9706","2016-12","-0.049917","0.017399","0.002360"
"P9707","2016-12","-0.028917","0.025555","0.009308"
"P9710","2016-12","-0.053917","0.009597","0.016725"
"P9712","2016-12","-0.049917","0.017399","0.002360"
"P9713","2016-12","-0.049917","0.017811","0.003999"
"P9715","2016-12","-0.053917","0.009597","0.016725"
"P9714","2016-12","-0.054917","0.009008","0.015622"
"P9705","2017-01","-0.054917","-0.015687","-0.003705"
"P9706","2017-01","0.008083","-0.040685","0.031292"
"P9707","2017-01","-0.006917","-0.009532","0.044193"
"P9709","2017-01","0.003083","-0.043681","0.032664"
"P9710","2017-01","0.002083","-0.042766","0.033372"
"P9712","2017-01","0.008083","-0.040685","0.031292"
"P9713","2017-01","0.008083","-0.039716","0.031976"
"P9715","2017-01","0.002083","-0.042766","0.033372"
"P9714","2017-01","0.003083","-0.043681","0.032664"
"P9705","2017-02","0.041083","0.009302","-0.007387"
"P9706","2017-02","0.032083","0.019207","-0.008346"
"P9707","2017-02","0.031083","-0.006687","0.034575"
"P9709","2017-02","0.033083","0.018206","-0.008407"
"P9710","2017-02","0.033083","0.017768","-0.008644"
"P9712","2017-02","0.032083","0.019207","-0.008346"
"P9713","2017-02","0.032083","0.018804","-0.007965"
"P9715","2017-02","0.033083","0.017768","-0.008644"
"P9714","2017-02","0.033083","0.018206","-0.008407"
"P9705","2017-03","-0.010917","-0.008582","0.028002"
"P9706","2017-03","-0.006917","-0.020119","0.012179"
"P9707","2017-03","-0.012917","-0.031321","0.039619"
"P9709","2017-03","-0.007917","-0.017473","0.015535"
"P9710","2017-03","-0.007917","-0.017923","0.015607"
"P9712","2017-03","-0.006917","-0.020119","0.012179"
"P9713","2017-03","-0.006917","-0.020532","0.012966"
"P9715","2017-03","-0.007917","-0.017923","0.015607"
"P9714","2017-03","-0.007917","-0.017473","0.015535"
"P9705","2017-04","-0.052917","-0.057581","0.047915"
"P9706","2017-04","-0.024917","-0.049758","0.034772"
"P9707","2017-04","-0.003917","-0.014938","0.027742"
"P9709","2017-04","-0.026917","-0.048194","0.036303"
"P9710","2017-04","-0.026917","-0.047333","0.036078"
"P9712","2017-04","-0.024917","-0.049758","0.034772"
"P9713","2017-04","-0.024917","-0.048567","0.034728"
"P9715","2017-04","-0.026917","-0.047333","0.036078"
"P9714","2017-04","-0.026917","-0.048194","0.036303"
"P9705","2017-05","-0.067917","-0.023205","-0.001344"
"P9706","2017-05","-0.017917","-0.069838","0.060587"
"P9707","2017-05","-0.038917","-0.013826","0.029071"
"P9709","2017-05","-0.021917","-0.064576","0.052659"
"P9710","2017-05","-0.022917","-0.063529","0.053042"
"P9712","2017-05","-0.017917","-0.069838","0.060587"
"P9713","2017-05","-0.018917","-0.068392","0.060518"
"P9715","2017-05","-0.022917","-0.063529","0.053042"
"P9714","2017-05","-0.021917","-0.064576","0.052659"
"P9705","2017-06","0.024083","-0.007615","-0.005209"
"P9706","2017-06","0.038083","-0.008451","-0.017361"
"P9707","2017-06","0.056083","-0.036394","-0.003853"
"P9709","2017-06","0.037083","-0.010917","-0.015256"
"P9710","2017-06","0.037083","-0.011220","-0.015504"
