date,beta1,beta2,beta3,beta4,beta5
2007-12-01,0.8737118090317487,0.8844163980677715,0.9471328807062869,0.8798748765699077,1.0330915427565293
2008-01-01,0.8012737441121982,0.8093961972807402,0.8773776115684488,0.8096814466836726,0.9726051737234784
2008-02-01,0.7705514362711161,0.8024653535950965,0.8637146085771428,0.7985102060212224,0.9663550079346497
2008-03-01,0.8035158045190676,0.8434887257528266,0.9030816004175661,0.8640929908262371,1.0253080363008535
2008-04-01,0.8060295356484075,0.8561765363642297,0.8960668088753931,0.8974999491050839,1.0200216699192628
2008-05-01,0.7704110725933968,0.8170370559100489,0.8457464797627183,0.8632931673080203,0.9509323152061736
2008-06-01,0.8394109065306887,0.8778287158121978,0.9131203554859186,0.9395581016594652,1.0061486830230877
2008-07-01,0.828771172052097,0.8773576775942652,0.9082314812446844,0.9378745521118143,1.0199053516461867
2008-08-01,0.8637029598531546,0.9185183390594016,0.9592341237764909,0.9929296314586856,1.0909218799552916
2008-09-01,0.8694930995892591,0.9198170622456115,0.9582774808177883,0.9973298421399752,1.1291568189799301
2008-10-01,0.8819848095343122,0.9531960915900691,0.9754341450114341,1.017877693577608,1.1536636202667743
2008-11-01,0.9207802363528396,1.0013191506853036,1.0214795844997027,1.0657716972777367,1.2178262361895842
2008-12-01,1.0610746796002348,1.143974551747732,1.1405852513883619,1.245048317200545,1.383405594403898
2009-01-01,1.0483836894389407,1.094161331484991,1.145771613547268,1.2117924853700626,1.3505718064693397
2009-02-01,1.0328374264838638,1.083003046406387,1.137432183047185,1.1966689779164363,1.3305947735837576
2009-03-01,1.0314622490962373,1.0798679634153348,1.1266088267582164,1.2113675856764425,1.3249840140252052
2009-04-01,0.9912801648404519,1.0317646034736008,1.0933916059560285,1.145484870951715,1.22116369343397
2009-05-01,1.0040098299587195,1.0216613509703891,1.0963170220208487,1.1325741962027214,1.2118904453676986
2009-06-01,0.9399877084082702,0.9726151289522372,1.0292400393442116,1.0639739177666812,1.1717597193846259
2009-07-01,0.8790029434896093,0.9551380090587123,1.0039284828245605,1.0361858293792658,1.1568864043103009
2009-08-01,0.9040366873398111,0.960855585966508,1.015533709298656,1.0460588597784066,1.1106638403897344
2009-09-01,0.9195909223239371,0.9850063813881587,1.015825719371159,1.0550924710107354,1.0706070314696101
2009-10-01,0.9741985954986843,1.0278086431439006,1.0611113616326628,1.0948547369075279,1.0987679003273552
2009-11-01,1.007209686893906,1.0534083922549233,1.0918944053884478,1.101832680247158,1.125577485903654
2009-12-01,0.9840987995907342,1.0280386815183742,1.0589456286342505,1.0844038464103885,1.093544025706566
2010-01-01,0.9995530877242853,1.0520498198479558,1.0888507030733066,1.1110942538511719,1.1531632813662567
2010-02-01,1.006211370752345,1.0569313011394428,1.0856681079055308,1.103974168350521,1.1597381372379316
2010-03-01,1.0106869904936504,1.0446584580567437,1.076741274592882,1.1110128127085384,1.1830384550717254
2010-04-01,1.0547922173265976,1.076783546051271,1.0760565104615134,1.1636532759795946,1.1961107303662528
2010-05-01,1.0659675316344568,1.0873769010329593,1.0791399020953814,1.1773937214296224,1.210975050361596
2010-06-01,1.0435880751633628,1.060201400256668,1.0620717391902437,1.1471178052355997,1.2073454961791552
2010-07-01,1.0437750131163082,1.075585083189779,1.0722172567955108,1.1469919089121206,1.195809886356956
2010-08-01,1.0015479296171934,1.0094059273541667,1.0313298788708365,1.0889156362313654,1.1238494937796353
2010-09-01,0.9811125218768331,1.016390025332616,1.0117649610771406,1.0711523852099532,1.0991039695961469
2010-10-01,0.9110549147891198,0.9148590987046957,0.9436097653682283,0.9884465776375063,1.0374188140477434
2010-11-01,0.8985073309419176,0.8886682425185781,0.9117264821672362,0.9347451812181574,1.0033762707729306
2010-12-01,0.9252000984107133,0.8987742207312068,0.9158603691877252,0.9870974941883783,1.0440988199822119
2011-01-01,0.9112165349297446,0.8910808883703676,0.9265397856710929,0.9751037439955257,1.0914663483894311
2011-02-01,0.9186743403640365,0.9044189293909588,0.9140352966662717,0.984162681705906,1.077779246629075
2011-03-01,0.893072446306096,0.8576959940761687,0.8746902673931634,0.9166154935694251,1.013849774219076
2011-04-01,0.8848865938110184,0.8509903653745288,0.9110726427019662,0.9223790277313483,1.0062719611788817
2011-05-01,0.8964540913763744,0.8650100515256578,0.935653641641234,0.9170766923180108,1.043214775905711
2011-06-01,0.9598997515206654,0.9338979125757676,0.9946994297717597,0.9864042814299219,1.0578255584125742
2011-07-01,0.9976094024614108,0.9639164651702979,1.0116123659978458,1.0005307016616776,1.0801061611989937
2011-08-01,1.0627635726493945,1.0922940630028384,1.1407999062664895,1.1015827094447965,1.226040712883407
2011-09-01,1.0656505059151717,1.1291197464824783,1.1897519885511207,1.1764877559217441,1.2772826294391026
2011-10-01,1.0580990382909703,1.0970741208635468,1.1278997085842333,1.15730401994756,1.2417675541644289
2011-11-01,1.0078758600327007,1.0485613996957313,1.0425022325123503,1.1149848329229912,1.1887579352126456
2011-12-01,1.0590531111842618,1.1266575159288823,1.1307997697246752,1.1615882601265826,1.2743687166006603
2012-01-01,1.1154731144886325,1.167655854809627,1.1369077989499232,1.1883226255483863,1.3227448758845242
2012-02-01,1.1292355813640222,1.1819782977529432,1.1465709159747963,1.2284270078256987,1.3500713129786517
2012-03-01,1.1186537169688666,1.1577860301138612,1.1575092346931986,1.20927899565991,1.3633665783776423
2012-04-01,1.116076211211114,1.1723941281130905,1.1853512984641879,1.2492269823069702,1.36933726699982
2012-05-01,1.1048897536507307,1.1868683119877788,1.222303058786552,1.2596348751346933,1.3885577632658497
2012-06-01,1.1077858047351063,1.1943283569353045,1.2268634561605412,1.255851840269808,1.3929154403121942
2012-07-01,1.0981668717114472,1.1780954339949044,1.2229487917348796,1.2763733699918118,1.4210968438263367
2012-08-01,1.0897839775747227,1.1470123943760817,1.2098658260710562,1.1944725319990952,1.3675130253835945
2012-09-01,1.1003261934573978,1.152940083954969,1.188865235605527,1.2007802642156882,1.3406794980435346
2012-10-01,1.242260538445672,1.314447686398813,1.3308299791868774,1.3319014241731773,1.5223953051562926
2012-11-01,1.2495953943112619,1.3944218572902312,1.3961751857179632,1.414023351870609,1.6102070786118965
2012-12-01,1.152145878403098,1.275148215139018,1.2926514175465071,1.3154613391374097,1.4137716614344429
2013-01-01,1.1407266782570042,1.2563726461143445,1.3011595655449022,1.29377484327475,1.4328546931262411
2013-02-01,1.1399274318868027,1.223268583344432,1.2926778854383754,1.257130611760457,1.406873069410922
2013-03-01,1.1284687621786658,1.2201561605215714,1.2544686576745216,1.2599778059112379,1.3627324793652629
2013-04-01,1.1466853251118905,1.2045763494979238,1.2467941480383473,1.253820478208986,1.3652671676250134
2013-05-01,1.1583618408584795,1.242343629296577,1.2963686061137816,1.3158492236987236,1.4031788820581341
2013-06-01,1.1794556884314378,1.245401911077762,1.2868357383794575,1.3073709778202633,1.3666161191974515
2013-07-01,1.1923021600696089,1.2548372757621715,1.3216956419261865,1.3090669814169373,1.3813835761834499
2013-08-01,1.2236190426315576,1.2774481953255492,1.3340428576587609,1.3430784566642944,1.4083412091675611
2013-09-01,1.2210097685826207,1.2754252004001876,1.3160404188363848,1.3177422552960132,1.4164048474155062
2013-10-01,1.2416128622323352,1.2844939939659834,1.3217698981511345,1.3404308992451333,1.413034433144308
2013-11-01,1.2567409770623499,1.3024351944965171,1.3575852690744705,1.3498150678263845,1.4372720823928358
2013-12-01,1.2087469789708272,1.230892596242419,1.2940407666139355,1.2857819408463516,1.3565174942519
2014-01-01,1.2061943767450796,1.2383548831579576,1.2924414090237923,1.297243881014008,1.356992260782003
2014-02-01,1.1931048867097624,1.215446318768393,1.273439750774978,1.2768987935351208,1.3109769336815742
2014-03-01,1.1793098026365652,1.2227269385729338,1.2640188586527354,1.2855885128201636,1.3350006514350454
2014-04-01,1.1862819521214099,1.2236004890688559,1.2686680557552505,1.3035166530318665,1.3750614560746939
2014-05-01,1.1881286393242245,1.226703639192917,1.2761757373805591,1.2839539436466658,1.3891086442620804
2014-06-01,1.1638866114715252,1.219603620041485,1.2965711763982695,1.2629182529790528,1.3989159548518435
2014-07-01,1.1420815362080203,1.1832309105259342,1.2210612393534137,1.205162517305394,1.2541500967659083
2014-08-01,1.162964040307121,1.2015982423824207,1.2370133379775026,1.223995909548078,1.286867008841456
2014-09-01,1.2071066525124796,1.2580366648574093,1.2589230106533449,1.260442995917881,1.304632552821674
2014-10-01,1.2067745769349958,1.2678941151469645,1.239584641183564,1.2636018160317888,1.3029006353141859
2014-11-01,1.1269011756068203,1.1511316638526057,1.124847722184429,1.1082901734176889,1.1602063952560067
2014-12-01,0.9361454097776929,0.8526562764961072,0.7606504547672366,0.736534396050335,0.7228954739323046
2015-01-01,0.9221280372090956,0.8660874493004067,0.7379529274753097,0.7114000013508788,0.6879588495430162
2015-02-01,0.9322545460853052,0.8756542869575448,0.779540183649692,0.713693210044376,0.7277741911926674
2015-03-01,0.9915367709438974,0.9784691527934747,0.9023970273953299,0.8535365692158846,0.9191052448403604
2015-04-01,0.9610648870290598,0.929009963194295,0.9107245210689516,0.886627584787901,0.953970741859128
2015-05-01,0.9852692163002712,0.9554148724542681,0.9603755508695664,0.9668500519239631,1.116806126179305
2015-06-01,0.8795508008437763,0.9053767762210578,0.8839439206096374,0.9257674274104964,1.1506201681545023
2015-07-01,0.9788790336823022,1.0014164003999069,1.0338481712743706,1.037834083678274,1.2505473038317378
2015-08-01,0.9571926966668143,0.9945509604933559,1.0301026404105458,1.0106778463316806,1.2238378595387416
2015-09-01,0.9646466828220736,0.9963163956855557,1.030666843701312,1.0527907906022056,1.2115124953549987
2015-10-01,0.9837360511710554,1.0348911326043153,1.069402085255899,1.083632057535898,1.2480055323109558
2015-11-01,0.9765603335101052,1.0241323178964095,1.0781862298134,1.0754716228547907,1.2482644363913968
2015-12-01,0.9749156200373567,1.0149269865302077,1.0723006541716913,1.084438705241382,1.2405140607387324
2016-01-01,0.9951500557680246,1.0655979881389883,1.1373120993791903,1.1478086185076923,1.3086176541364494
2016-02-01,0.9833691294432854,1.0657662824933583,1.139089596896529,1.1617365219525717,1.3110746878860389
2016-03-01,0.993627654129368,1.0751204717881522,1.1443553757890421,1.1579200020786315,1.300090998086397
2016-04-01,0.9887209933781267,1.0606006735337288,1.1431420565069477,1.1575292125557832,1.304211218702859
2016-05-01,0.9880179730771238,1.0632481456294198,1.1437978861787275,1.1566256856140171,1.3182309501274765
2016-06-01,0.9826276894630916,1.063942250143698,1.1435311445976393,1.1561871808441553,1.3202073820589684
2016-07-01,0.99097220243195,1.067824327257381,1.1529469314937302,1.1687280662042783,1.3503390363171843
2016-08-01,0.9935547655762756,1.070245007174366,1.144730371994043,1.1753446408884987,1.3522804166525992
2016-09-01,0.9835107938942486,1.067995970912165,1.1381281302023631,1.1595256628531323,1.3465529099940077
2016-10-01,0.9813933948601881,1.0688017196226327,1.132162440450895,1.1679492215299028,1.3349275452525682
2016-11-01,0.9943653744003508,1.0985676044049018,1.1401128954546849,1.1769009932163932,1.3624066068921705
2016-12-01,1.0570846691406195,1.2069394041450658,1.2774348416206964,1.3498063383807168,1.5159535169879994
2017-01-01,1.0577229328972844,1.2104555996905888,1.27682746331481,1.3530182037487561,1.5236915376763154
2017-02-01,1.062450814062152,1.218956456602411,1.2821460666784765,1.3436974446281198,1.5161136970482036
2017-03-01,1.0687677555421689,1.226574565980517,1.2710992273415613,1.3268463377676873,1.4829367638123765
2017-04-01,1.1221786572296584,1.2891389835594347,1.3726705611846821,1.3923586501817429,1.574664643687146
2017-05-01,1.103860622808124,1.2580182680865968,1.2836293871437447,1.2961174315500021,1.2838882214262166
2017-06-01,1.1066787400921816,1.2428992443719475,1.2832620524924327,1.2880998748066883,1.2654106463724895
2017-07-01,1.0885820703150266,1.239372758146129,1.2738686441845644,1.2935526801471868,1.3144007468444496
2017-08-01,1.1134267644760376,1.2651010614664764,1.3065241211773468,1.3498895238473667,1.4446421304991202
2017-09-01,1.1285767862977032,1.247343734317998,1.3249813066202534,1.366089156383484,1.4640944450625242
2017-10-01,1.096812418824789,1.1864206589107817,1.2507356742162719,1.3024974529089222,1.3896788539141363
2017-11-01,1.1111939703440508,1.1894373756473509,1.2397015994005873,1.2870994210120883,1.2744161136409375
2017-12-01,1.1173120228789075,1.1835273611177977,1.2234056451943893,1.2646617369781346,1.164281046027064
2018-01-01,1.1557073372400972,1.255708593575851,1.2327053898779567,1.318860699197416,1.273601428178955
2018-02-01,1.1063543461018646,1.1729437217556633,1.2185793515971173,1.285277234763595,1.2797493948346736
2018-03-01,0.9365431645191968,0.9209019230856021,0.9194452913376043,0.9602535914847108,0.9962422460892875
2018-04-01,0.9257272492688151,0.9529625295242268,0.9378877224622262,0.9992110604232253,1.1573200624847564
2018-05-01,0.9288864105237995,0.9480691951305118,0.9652369713093613,1.0168333013599065,1.192899173146724
2018-06-01,0.9679008126506783,0.9782925583591278,0.9876701523930058,1.0748599158144585,1.1472853076731142
2018-07-01,0.9681034578683916,0.9925292431507794,0.9906463836937636,1.0860655020387597,1.1897571569970686
2018-08-01,0.9286553477853289,0.9755544249568672,0.9777779174568504,1.0900118139100932,1.1013562491161824
2018-09-01,0.9328464918391708,0.983733425177926,0.9964254840660975,1.067384009872464,1.1647066270372313
2018-10-01,0.8963860644861412,0.9833567223571682,0.9843892563762648,1.0507131416842057,1.1121807832511836
2018-11-01,0.9202772396490461,1.016112126063606,1.025529439756046,1.0623106025281837,1.0179476292963887
2018-12-01,0.9189978860948119,1.0234871497576836,1.0135389474031857,1.0581997938955203,1.1403423050767374
2019-01-01,0.9144301271318924,0.9877781483493492,0.9942844062529237,1.022032417092944,1.0920912777858756
2019-02-01,1.045952159875768,1.153691376895035,1.176472363219577,1.2602290507040164,1.3717091329757285
2019-03-01,1.0552023871159513,1.1754465566868317,1.217364823572022,1.3149548344367568,1.4401353528113299
2019-04-01,1.0412483835627888,1.1639838931626376,1.2115296097265653,1.2913051108285916,1.453289373340232
2019-05-01,1.014946901737001,1.1155970444047247,1.1724985877922025,1.2499950142795546,1.410850956515733
2019-06-01,0.9984829499896422,1.1102886150250466,1.171472269114467,1.235989119876045,1.3790958364270254
2019-07-01,1.0136932571237538,1.1280609592809907,1.1636707912388726,1.2635698322299853,1.395424514607606
2019-08-01,1.0208517213536847,1.1254122075188628,1.1536475900092282,1.2515070529780852,1.367468168437202
2019-09-01,1.025563794940891,1.126935110473161,1.1536724365518758,1.2391650138116321,1.3799840640095713
2019-10-01,1.0310840471833083,1.1386991284607868,1.1597547463316629,1.2498956512201471,1.3699179425261392
2019-11-01,1.014949873686675,1.1189103336410997,1.1469653208616064,1.2188153682720984,1.3720594679644946
2019-12-01,1.0203899072852143,1.1244797042288697,1.156698086905446,1.2114596296278208,1.3973706028097153
2020-01-01,1.035628283079683,1.164916134039607,1.2146510385526543,1.2579469089497426,1.449104379545084
2020-02-01,1.053195098700165,1.1704944635910917,1.230624574313288,1.2905462324190922,1.4368868348538448
2020-03-01,1.0266401994836425,1.1481760471876237,1.2079043717453692,1.2809337645290848,1.411749305335926
2020-04-01,0.9960636762696853,1.1258636463282066,1.187374007074277,1.248735341028686,1.3837203862753111
2020-05-01,1.0037688644045915,1.123811965500972,1.1839036228238053,1.259857216355937,1.3587374360472972
2020-06-01,0.944772780535812,1.0925388265892693,1.1450065460086845,1.2357203990017247,1.34932870824181
2020-07-01,0.9492789326584983,1.0931228931309496,1.148355631986539,1.1985469784654674,1.3473512666725873
2020-08-01,0.9481655880842925,1.095766682964077,1.1298167539388877,1.1664696453057628,1.3371169598324313
2020-09-01,0.9558557433107953,1.0942063193199565,1.1357366401874176,1.1861401584450908,1.3576104848537287
2020-10-01,0.9732737553038432,1.086335907897281,1.1116733161817876,1.189873480467733,1.3616627021073144
2020-11-01,0.9807351314452435,1.1027379038523464,1.1295470319931407,1.1865630763439472,1.3277175086569766
2020-12-01,0.9840586203862813,1.1028489093630751,1.1577376738259324,1.1894227477260237,1.3314613554516816
